PostID,Post_Text,Sentiment,Keyword,Reason,Platform,Year
9825,good automation think with by a that from with to most that,Positive,good,automation,Facebook,2016
9826,hopeful helpful could a use could on believe most very most to,Positive,hopeful,helpful,Instagram,2020
9827,great helpful use on this by not from use it is I,Positive,great,helpful,Twitter,2018
9828,good helpful to very not a it might a be a beliefs,Positive,good,helpful,Twitter,2019
9829,amazing helpful a it from well from it by not not it,Positive,amazing,helpful,Facebook,2019
9830,great useful with this with a on not think could with by,Positive,great,useful,Instagram,2016
9831,concerning environment on this very that that be most a by not,Negative,concerning,environment,Facebook,2021
9832,beneficial automation with a might think with this very on on not,Positive,beneficial,automation,Facebook,2016
9833,productive productive this from with believe use a is this this most,Positive,productive,productive,Instagram,2020
9834,productive learning very I it use with that believe by I could,Positive,productive,learning,Twitter,2017
9835,horrible jobs think is think most the with this a very could,Negative,horrible,jobs,Instagram,2017
9836,good learning most might a most I could very believe on it,Positive,good,learning,Instagram,2019
9837,horrible bias that be is with is be a with believe it,Negative,horrible,bias,Facebook,2016
9838,productive automation not well could is beliefs not believe might could a,Positive,productive,automation,Facebook,2019
9839,amazing useful from be beliefs very think think most not think on,Positive,amazing,useful,Twitter,2020
9840,disastrous jobs on use this with I think be to that I,Negative,disastrous,jobs,Facebook,2016
9841,amazing useful is believe most from I be to a think might,Positive,amazing,useful,Twitter,2021
9842,terrifying jobs from might could beliefs with not from not that well,Negative,terrifying,jobs,Instagram,2022
9843,horrible environment this believe it that most a very a from I,Negative,horrible,environment,Facebook,2016
9844,good automation it a could with by to a from it not,Positive,good,automation,Facebook,2016
9845,concerning inhuman to is be to from believe a to on by,Negative,concerning,inhuman,Facebook,2020
9846,amazing automation think believe might on that on well very I that,Positive,amazing,automation,Facebook,2017
9847,good productive from is on use use a the that this to,Positive,good,productive,Instagram,2020
9848,concerning environment this to I well it is very a could this,Negative,concerning,environment,Twitter,2022
9849,horrible inhuman could from to it I beliefs this to use is,Negative,horrible,inhuman,Twitter,2021
9850,hopeful productive to think from by this be that be believe to,Positive,hopeful,productive,Instagram,2022
9851,unethical bias by not very a might from it think beliefs it,Negative,unethical,bias,Facebook,2023
9852,bad jobs I by be by is it very the this beliefs,Negative,bad,jobs,Facebook,2024
9853,innovative useful might to use that a on is from to might,Positive,innovative,useful,Twitter,2021
9854,good helpful I think from think well be by think think the,Positive,good,helpful,Twitter,2018
9855,horrible environment use most think very it very well be beliefs it,Negative,horrible,environment,Twitter,2022
9856,amazing productive beliefs a the use with I a to be that,Positive,amazing,productive,Facebook,2023
9857,terrifying jobs be this that with it use the the not the,Negative,terrifying,jobs,Instagram,2024
9858,productive learning the be to a believe a to a be could,Positive,productive,learning,Twitter,2021
9859,beneficial learning by might beliefs the the with think be not well,Positive,beneficial,learning,Twitter,2022
9860,great automation might I beliefs on be on very with think most,Positive,great,automation,Instagram,2019
9861,bad inhuman believe it a from by on believe from by could,Negative,bad,inhuman,Instagram,2016
9862,amazing productive I I the could think very think by might believe,Positive,amazing,productive,Facebook,2017
9863,hopeful learning not from this might not not I to could believe,Positive,hopeful,learning,Twitter,2016
9864,hopeful learning by use might it not it is might by on,Positive,hopeful,learning,Twitter,2021
9865,horrible inhuman I with this well believe from not think use beliefs,Negative,horrible,inhuman,Twitter,2019
9866,good productive I most by could the believe believe well be from,Positive,good,productive,Twitter,2023
9867,good useful believe be believe very believe be a that well think,Positive,good,useful,Instagram,2018
9868,great productive believe that not from a with is I could beliefs,Positive,great,productive,Instagram,2018
9869,hopeful learning well beliefs use on that believe this I most this,Positive,hopeful,learning,Twitter,2018
9870,terrifying jobs beliefs very believe this by well could on most that,Negative,terrifying,jobs,Twitter,2016
9871,scary jobs could believe well on beliefs by very that believe is,Negative,scary,jobs,Twitter,2020
9872,productive automation use think beliefs I beliefs on from could beliefs that,Positive,productive,automation,Twitter,2017
9873,amazing useful might from beliefs not this this the this from this,Positive,amazing,useful,Instagram,2023
9874,hopeful automation from to it that believe that most well be beliefs,Positive,hopeful,automation,Twitter,2017
9875,beneficial learning could I not might it it well I is on,Positive,beneficial,learning,Instagram,2021
9876,good helpful the it very it most believe believe well could the,Positive,good,helpful,Twitter,2021
9877,beneficial helpful with not it with most believe by could by use,Positive,beneficial,helpful,Instagram,2021
9878,hopeful learning it think use think a think to beliefs well use,Positive,hopeful,learning,Instagram,2018
9879,unethical environment could the it is most this be this could on,Negative,unethical,environment,Instagram,2021
9880,great helpful beliefs by that believe beliefs the it this I think,Positive,great,helpful,Twitter,2023
9881,good productive I the not it not very a most to on,Positive,good,productive,Twitter,2016
9882,scary creativity on might might a it believe think I it with,Negative,scary,creativity,Facebook,2021
9883,productive helpful believe the this by from most the by very think,Positive,productive,helpful,Twitter,2021
9884,concerning environment it the it this that a a well beliefs this,Negative,concerning,environment,Instagram,2020
9885,good helpful not well it this it could that on to use,Positive,good,helpful,Twitter,2017
9886,disastrous bias not might believe well to well the beliefs on that,Negative,disastrous,bias,Instagram,2017
9887,good automation not I could that on from by might use might,Positive,good,automation,Twitter,2020
9888,disastrous environment it think beliefs to be this from not it believe,Negative,disastrous,environment,Instagram,2021
9889,terrifying creativity it beliefs well well be could think most well be,Negative,terrifying,creativity,Facebook,2021
9890,great automation believe with beliefs believe very not could might by well,Positive,great,automation,Twitter,2022
9891,hopeful useful not to beliefs with beliefs could believe the well is,Positive,hopeful,useful,Twitter,2024
9892,great useful a very I think not with be very very believe,Positive,great,useful,Instagram,2021
9893,productive learning use be I very very that be is is well,Positive,productive,learning,Twitter,2016
9894,unethical inhuman that be believe not with that be might very think,Negative,unethical,inhuman,Instagram,2021
9895,hopeful helpful this from might from believe the by very most by,Positive,hopeful,helpful,Twitter,2016
9896,concerning bias the be very a beliefs use this could could most,Negative,concerning,bias,Facebook,2017
9897,amazing useful might beliefs use on this that with is it not,Positive,amazing,useful,Instagram,2023
9898,beneficial learning with on very believe this by from be beliefs this,Positive,beneficial,learning,Twitter,2018
9899,terrifying environment believe well a is might beliefs by by use most,Negative,terrifying,environment,Instagram,2021
9900,great useful the use believe on could this with I I beliefs,Positive,great,useful,Facebook,2023
